feature_set,fold,model,strategy,threshold,recall,precision,f1,roc_auc,pr_auc
top30_full,1,RandomForest,weighted,0.4,0.8333333333333334,0.30434782608695654,0.445859872611465,0.8181570338058888,0.4582330047081341
top30_full,1,RandomForest,weighted,0.45,0.7619047619047619,0.32653061224489793,0.45714285714285713,0.8181570338058888,0.4582330047081341
top30_full,1,RandomForest,weighted,0.5,0.6666666666666666,0.358974358974359,0.4666666666666667,0.8181570338058888,0.4582330047081341
top30_full,1,RandomForest,smote,0.2,0.9047619047619048,0.2122905027932961,0.3438914027149321,0.7909850963286078,0.42913923810415094
top30_full,1,RandomForest,smote,0.25,0.8333333333333334,0.22727272727272727,0.35714285714285715,0.7909850963286078,0.42913923810415094
top30_full,1,RandomForest,smote,0.3,0.7857142857142857,0.2578125,0.38823529411764707,0.7909850963286078,0.42913923810415094
top30_full,1,RandomForest,smote,0.35,0.7380952380952381,0.28440366972477066,0.4105960264900662,0.7909850963286078,0.42913923810415094
top30_full,1,RandomForest,smote,0.4,0.6428571428571429,0.3,0.4090909090909091,0.7909850963286078,0.42913923810415094
top30_full,1,RandomForest,smote,0.45,0.6190476190476191,0.34210526315789475,0.4406779661016949,0.7909850963286078,0.42913923810415094
top30_full,1,RandomForest,smote,0.5,0.47619047619047616,0.37735849056603776,0.42105263157894735,0.7909850963286078,0.42913923810415094
top30_full,1,XGBoost,weighted,0.2,0.7857142857142857,0.4074074074074074,0.5365853658536586,0.8787713558705925,0.48542122240162244
top30_full,1,XGBoost,weighted,0.25,0.7619047619047619,0.4383561643835616,0.5565217391304348,0.8787713558705925,0.48542122240162244
top30_full,1,XGBoost,weighted,0.3,0.6190476190476191,0.43333333333333335,0.5098039215686274,0.8787713558705925,0.48542122240162244
top30_full,1,XGBoost,weighted,0.35,0.6190476190476191,0.45614035087719296,0.5252525252525253,0.8787713558705925,0.48542122240162244
top30_full,1,XGBoost,weighted,0.4,0.5952380952380952,0.46296296296296297,0.5208333333333334,0.8787713558705925,0.48542122240162244
top30_full,1,XGBoost,weighted,0.45,0.47619047619047616,0.4166666666666667,0.4444444444444444,0.8787713558705925,0.48542122240162244
top30_full,1,XGBoost,weighted,0.5,0.40476190476190477,0.40476190476190477,0.40476190476190477,0.8787713558705925,0.48542122240162244
top30_full,1,XGBoost,smote,0.2,0.5714285714285714,0.4444444444444444,0.5,0.8760450745183569,0.5099110403733875
top30_full,1,XGBoost,smote,0.25,0.5476190476190477,0.46,0.5,0.8760450745183569,0.5099110403733875
top30_full,1,XGBoost,smote,0.3,0.47619047619047616,0.46511627906976744,0.47058823529411764,0.8760450745183569,0.5099110403733875
top30_full,1,XGBoost,smote,0.35,0.40476190476190477,0.4722222222222222,0.4358974358974359,0.8760450745183569,0.5099110403733875
top30_full,1,XGBoost,smote,0.4,0.38095238095238093,0.48484848484848486,0.4266666666666667,0.8760450745183569,0.5099110403733875
top30_full,1,XGBoost,smote,0.45,0.3333333333333333,0.4666666666666667,0.3888888888888889,0.8760450745183569,0.5099110403733875
top30_full,1,XGBoost,smote,0.5,0.2857142857142857,0.42857142857142855,0.34285714285714286,0.8760450745183569,0.5099110403733875
top30_full,1,LightGBM,weighted,0.2,0.7619047619047619,0.38095238095238093,0.5079365079365079,0.8655943293347874,0.502757170021282
top30_full,1,LightGBM,weighted,0.25,0.7380952380952381,0.4025974025974026,0.5210084033613446,0.8655943293347874,0.502757170021282
top30_full,1,LightGBM,weighted,0.3,0.7142857142857143,0.4225352112676056,0.5309734513274337,0.8655943293347874,0.502757170021282
top30_full,1,LightGBM,weighted,0.35,0.6428571428571429,0.4153846153846154,0.5046728971962616,0.8655943293347874,0.502757170021282
top30_full,1,LightGBM,weighted,0.4,0.5714285714285714,0.39344262295081966,0.46601941747572817,0.8655943293347874,0.502757170021282
top30_full,1,LightGBM,weighted,0.45,0.5714285714285714,0.4067796610169492,0.4752475247524752,0.8655943293347874,0.502757170021282
top30_full,1,LightGBM,weighted,0.5,0.5238095238095238,0.41509433962264153,0.4631578947368421,0.8655943293347874,0.502757170021282
top30_full,1,LightGBM,smote,0.2,0.6666666666666666,0.4375,0.5283018867924528,0.8785896037804434,0.49099840916616144
