hogar_id,conglome,vivienda,hogar,ubigeo,departamento_codigo,provincia_codigo,distrito_codigo,dominio_geografico,estrato_geografico,area_urbana_rural,area_rural_bin,factor_expansion_anual,target_pobreza_monetaria_bin,nivel_educativo_jefe_ord,usa_combustible_limpio,num_habitaciones,num_miembros_afiliados_essalud,material_techo,num_ninos_0_5,tam_hogar,edad_jefe,piso_precario,tenencia_vivienda,num_ninos_6_16,acceso_internet_hogar,num_miembros_sin_atencion_salud,tipo_vivienda,material_pared,acceso_desague_red,num_6_16_no_matriculados
040520_015660_066_11,015660,066,11,040520,04,0405,040520,costa sur, de 20 000 a 49 999 habitantes,urbana,0,187.89508,1,6.0,1,1.0,0,"planchas de calamina, fibra de cemento o similares",0,4,54.0,0,"propia, totalmente pagada",1,0,2,casa independiente,ladrillo o bloque de cemento,1,0
040201_015665_043_11,015665,043,11,040201,04,0402,040201,costa sur, de 20 000 a 49 999 habitantes,urbana,0,91.669365,0,6.0,1,6.0,1,concreto armado,0,6,51.0,0,"propia, totalmente pagada",1,1,3,casa independiente,ladrillo o bloque de cemento,1,0
040201_015665_092_11,015665,092,11,040201,04,0402,040201,costa sur, de 20 000 a 49 999 habitantes,urbana,0,91.669365,0,6.0,1,1.0,0,"planchas de calamina, fibra de cemento o similares",2,3,29.0,0,cedida por otro hogar o institucion,0,0,1,"vivienda en casa de vecindad (callejon, solar o corralon)",ladrillo o bloque de cemento,1,0
040201_015665_117_11,015665,117,11,040201,04,0402,040201,costa sur, de 20 000 a 49 999 habitantes,urbana,0,91.669365,0,5.0,1,4.0,0,"planchas de calamina, fibra de cemento o similares",0,3,58.0,0,cedida por otro hogar o institucion,0,1,0,casa independiente,"madera (pona, tornillo, etc)",1,0
040201_015665_141_11,015665,141,11,040201,04,0402,040201,costa sur, de 20 000 a 49 999 habitantes,urbana,0,91.669365,0,6.0,1,3.0,0,"planchas de calamina, fibra de cemento o similares",0,2,57.0,0,"propia, totalmente pagada",0,1,1,casa independiente,adobe,1,0
040201_015665_165_11,015665,165,11,040201,04,0402,040201,costa sur, de 20 000 a 49 999 habitantes,urbana,0,91.669365,0,8.0,1,3.0,2,concreto armado,0,3,41.0,0,"propia, totalmente pagada",1,1,2,casa independiente,ladrillo o bloque de cemento,1,0
040201_015665_187_11,015665,187,11,040201,04,0402,040201,costa sur, de 20 000 a 49 999 habitantes,urbana,0,91.669365,0,10.0,1,5.0,2,concreto armado,0,4,54.0,0,cedida por otro hogar o institucion,0,1,1,casa independiente,ladrillo o bloque de cemento,1,0
040520_015671_010_11,015671,010,11,040520,04,0405,040520,costa sur, de 20 000 a 49 999 habitantes,urbana,0,187.89508,0,8.0,1,3.0,3,"planchas de calamina, fibra de cemento o similares",0,4,42.0,1,alquilada,1,1,2,casa independiente,"madera (pona, tornillo, etc)",0,0
040520_015671_021_11,015671,021,11,040520,04,0405,040520,costa sur, de 20 000 a 49 999 habitantes,urbana,0,187.89508,0,11.0,1,4.0,2,concreto armado,0,4,52.0,0,"propia, totalmente pagada",0,1,2,casa independiente,ladrillo o bloque de cemento,0,0
040520_015671_038_11,015671,038,11,040520,04,0405,040520,costa sur, de 20 000 a 49 999 habitantes,urbana,0,187.89508,0,6.0,1,3.0,3,concreto armado,1,4,34.0,0,alquilada,1,1,2,casa independiente,ladrillo o bloque de cemento,0,0
040520_015671_052_11,015671,052,11,040520,04,0405,040520,costa sur, de 20 000 a 49 999 habitantes,urbana,0,187.89508,0,3.0,1,1.0,0,"planchas de calamina, fibra de cemento o similares",0,1,73.0,0,cedida por otro hogar o institucion,0,0,0,casa independiente,"madera (pona, tornillo, etc)",0,0
040520_015671_080_11,015671,080,11,040520,04,0405,040520,costa sur, de 20 000 a 49 999 habitantes,urbana,0,187.89508,0,9.0,1,1.0,0,concreto armado,0,1,42.0,0,cedida por otro hogar o institucion,0,1,0,casa independiente,ladrillo o bloque de cemento,0,0
040520_015671_094_11,015671,094,11,040520,04,0405,040520,costa sur, de 20 000 a 49 999 habitantes,urbana,0,187.89508,0,4.0,1,1.0,0,"planchas de calamina, fibra de cemento o similares",0,4,46.0,0,cedida por otro hogar o institucion,1,1,3,casa independiente,piedra o sillar con cal o cemento,0,0
040128_015727_010_11,015727,010,11,040128,04,0401,040128,sierra sur, de 20 000 a 49 999 habitantes,urbana,0,280.10034,0,3.0,1,1.0,0,"planchas de calamina, fibra de cemento o similares",1,5,36.0,0,"propia, totalmente pagada",2,1,3,casa independiente,ladrillo o bloque de cemento,0,0
040128_015727_017_11,015727,017,11,040128,04,0401,040128,sierra sur, de 20 000 a 49 999 habitantes,urbana,0,280.10034,0,4.0,1,4.0,0,"planchas de calamina, fibra de cemento o similares",0,3,59.0,0,"propia, totalmente pagada",1,1,2,casa independiente,ladrillo o bloque de cemento,0,0
040128_015727_026_11,015727,026,11,040128,04,0401,040128,sierra sur, de 20 000 a 49 999 habitantes,urbana,0,280.10034,0,6.0,1,3.0,0,"planchas de calamina, fibra de cemento o similares",1,5,36.0,0,"propia, totalmente pagada",2,1,3,casa independiente,ladrillo o bloque de cemento,0,0
040128_015727_030_11,015727,030,11,040128,04,0401,040128,sierra sur, de 20 000 a 49 999 habitantes,urbana,0,280.10034,0,6.0,0,1.0,0,"planchas de calamina, fibra de cemento o similares",0,1,23.0,0,"propia, totalmente pagada",0,1,0,casa independiente,ladrillo o bloque de cemento,0,0
040128_015727_039_11,015727,039,11,040128,04,0401,040128,sierra sur, de 20 000 a 49 999 habitantes,urbana,0,280.10034,0,6.0,1,1.0,0,"planchas de calamina, fibra de cemento o similares",0,2,33.0,0,"propia, totalmente pagada",0,1,1,casa independiente,ladrillo o bloque de cemento,0,0
040409_015729_002_11,015729,002,11,040409,04,0404,040409,sierra sur,de 2 000 a 19 999 habitantes,urbana,0,280.10034,0,5.0,1,4.0,3,concreto armado,0,6,43.0,0,"propia, totalmente pagada",1,1,0,casa independiente,ladrillo o bloque de cemento,1,0
040409_015729_035_11,015729,035,11,040409,04,0404,040409,sierra sur,de 2 000 a 19 999 habitantes,urbana,0,280.10034,0,10.0,1,2.0,2,"planchas de calamina, fibra de cemento o similares",1,4,40.0,0,"propia, totalmente pagada",0,1,0,casa independiente,adobe,1,0
040409_015729_056_11,015729,056,11,040409,04,0404,040409,sierra sur,de 2 000 a 19 999 habitantes,urbana,0,280.10034,1,8.0,1,1.0,0,"planchas de calamina, fibra de cemento o similares",0,5,32.0,0,cedida por otro hogar o institucion,3,1,0,"vivienda en casa de vecindad (callejon, solar o corralon)",adobe,1,0
040409_015729_127_11,015729,127,11,040409,04,0404,040409,sierra sur,de 2 000 a 19 999 habitantes,urbana,0,280.10034,1,6.0,1,1.0,0,"planchas de calamina, fibra de cemento o similares",0,3,26.0,0,alquilada,1,1,0,casa independiente,adobe,1,0
040409_015729_150_11,015729,150,11,040409,04,0404,040409,sierra sur,de 2 000 a 19 999 habitantes,urbana,0,280.10034,0,6.0,1,2.0,1,"planchas de calamina, fibra de cemento o similares",0,3,38.0,0,cedida por otro hogar o institucion,1,1,0,casa independiente,adobe,1,0
040409_015729_175_11,015729,175,11,040409,04,0404,040409,sierra sur,de 2 000 a 19 999 habitantes,urbana,0,280.10034,0,1.0,1,4.0,0,concreto armado,0,1,67.0,0,"propia, totalmente pagada",0,1,0,casa independiente,adobe,1,0
040124_015731_015_11,015731,015,11,040124,04,0401,040124,sierra sur,de 2 000 a 19 999 habitantes,urbana,0,1047.4336,0,9.0,1,2.0,1,concreto armado,0,2,61.0,0,"propia, totalmente pagada",0,1,1,casa independiente,ladrillo o bloque de cemento,1,0
040124_015731_031_11,015731,031,11,040124,04,0401,040124,sierra sur,de 2 000 a 19 999 habitantes,urbana,0,1047.4336,0,4.0,1,3.0,1,concreto armado,0,2,75.0,0,"propia, totalmente pagada",0,1,0,casa independiente,ladrillo o bloque de cemento,1,0
040124_015731_052_11,015731,052,11,040124,04,0401,040124,sierra sur,de 2 000 a 19 999 habitantes,urbana,0,1047.4336,0,6.0,1,3.0,2,concreto armado,0,2,62.0,0,"propia, totalmente pagada",0,1,0,casa independiente,ladrillo o bloque de cemento,1,0
040124_015731_092_11,015731,092,11,040124,04,0401,040124,sierra sur,de 2 000 a 19 999 habitantes,urbana,0,1047.4336,0,5.0,1,4.0,3,"planchas de calamina, fibra de cemento o similares",0,6,65.0,0,"propia, totalmente pagada",2,1,2,casa independiente,ladrillo o bloque de cemento,1,0
040124_015731_132_11,015731,132,11,040124,04,0401,040124,sierra sur,de 2 000 a 19 999 habitantes,urbana,0,1047.4336,0,6.0,1,5.0,2,concreto armado,1,6,59.0,0,"propia, totalmente pagada",0,1,2,casa independiente,ladrillo o bloque de cemento,1,0
040520_015744_037_11,015744,037,11,040520,04,0405,040520,costa sur,area de empadronamiento rural (aer) compuesto,rural,1,64.82837,0,6.0,1,1.0,1,concreto armado,0,2,72.0,0,"propia, totalmente pagada",0,1,0,casa independiente,ladrillo o bloque de cemento,0,0
040520_015744_038_11,015744,038,11,040520,04,0405,040520,costa sur,area de empadronamiento rural (aer) compuesto,rural,1,64.82837,0,3.0,1,4.0,0,concreto armado,0,2,64.0,0,"propia, totalmente pagada",0,1,0,casa independiente,ladrillo o bloque de cemento,0,0
040520_015744_040_11,015744,040,11,040520,04,0405,040520,costa sur,area de empadronamiento rural (aer) compuesto,rural,1,64.82837,0,8.0,1,6.0,0,concreto armado,0,2,44.0,0,"propia, totalmente pagada",0,1,2,casa independiente,ladrillo o bloque de cemento,0,0
040520_015744_116_11,015744,116,11,040520,04,0405,040520,costa sur,area de empadronamiento rural (aer) compuesto,rural,1,64.82837,0,3.0,1,4.0,2,concreto armado,0,2,79.0,0,"propia, totalmente pagada",0,1,2,casa independiente,ladrillo o bloque de cemento,0,0
040520_015744_117_11,015744,117,11,040520,04,0405,040520,costa sur,area de empadronamiento rural (aer) compuesto,rural,1,64.82837,0,5.0,1,6.0,1,"planchas de calamina, fibra de cemento o similares",0,6,51.0,0,"propia, totalmente pagada",1,1,6,casa independiente,ladrillo o bloque de cemento,1,0
040520_015744_118_11,015744,118,11,040520,04,0405,040520,costa sur,area de empadronamiento rural (aer) compuesto,rural,1,64.82837,0,5.0,1,1.0,0,"planchas de calamina, fibra de cemento o similares",0,1,53.0,1,alquilada,0,0,0,casa independiente,ladrillo o bloque de cemento,0,0
040520_015744_119_11,015744,119,11,040520,04,0405,040520,costa sur,area de empadronamiento rural (aer) compuesto,rural,1,64.82837,0,4.0,1,4.0,0,concreto armado,0,2,67.0,0,"propia, totalmente pagada",0,0,1,casa independiente,ladrillo o bloque de cemento,0,0
040520_015744_120_11,015744,120,11,040520,04,0405,040520,costa sur,area de empadronamiento rural (aer) compuesto,rural,1,64.82837,0,10.0,1,1.0,0,concreto armado,0,3,51.0,0,"propia, totalmente pagada",1,1,2,casa independiente,ladrillo o bloque de cemento,0,0
040111_015770_044_11,015770,044,11,040111,04,0401,040111,sierra sur,area de empadronamiento rural (aer) compuesto,rural,1,172.2686,0,5.0,1,2.0,0,"planchas de calamina, fibra de cemento o similares",0,4,38.0,0,cedida por otro hogar o institucion,1,1,2,casa independiente,ladrillo o bloque de cemento,0,0
040111_015770_178_11,015770,178,11,040111,04,0401,040111,sierra sur,area de empadronamiento rural (aer) compuesto,rural,1,172.2686,1,6.0,1,2.0,0,"planchas de calamina, fibra de cemento o similares",0,5,45.0,0,"propia, totalmente pagada",2,1,2,casa independiente,ladrillo o bloque de cemento,0,0
040111_015770_186_11,015770,186,11,040111,04,0401,040111,sierra sur,area de empadronamiento rural (aer) compuesto,rural,1,172.2686,0,8.0,1,4.0,1,concreto armado,0,2,43.0,0,"propia, totalmente pagada",0,1,1,casa independiente,ladrillo o bloque de cemento,0,0
040111_015770_187_11,015770,187,11,040111,04,0401,040111,sierra sur,area de empadronamiento rural (aer) compuesto,rural,1,172.2686,0,10.0,1,3.0,1,concreto armado,0,2,38.0,0,"propia, totalmente pagada",0,1,0,casa independiente,ladrillo o bloque de cemento,0,0
040111_015770_193_11,015770,193,11,040111,04,0401,040111,sierra sur,area de empadronamiento rural (aer) compuesto,rural,1,172.2686,0,7.0,1,2.0,0,concreto armado,0,3,30.0,0,cedida por otro hogar o institucion,2,1,2,casa independiente,ladrillo o bloque de cemento,0,0
040111_015770_198_11,015770,198,11,040111,04,0401,040111,sierra sur,area de empadronamiento rural (aer) compuesto,rural,1,172.2686,0,10.0,1,1.0,2,concreto armado,0,2,40.0,0,"propia, totalmente pagada",0,1,2,casa independiente,ladrillo o bloque de cemento,0,0
040111_015770_213_11,015770,213,11,040111,04,0401,040111,sierra sur,area de empadronamiento rural (aer) compuesto,rural,1,172.2686,0,5.0,1,2.0,1,"planchas de calamina, fibra de cemento o similares",0,1,64.0,1,"propia, totalmente pagada",0,1,0,casa independiente,ladrillo o bloque de cemento,0,0
040809_015777_004_11,015777,004,11,040809,04,0408,040809,sierra sur, de 500 a 1 999 habitantes,urbana,0,172.2686,0,6.0,0,2.0,0,"planchas de calamina, fibra de cemento o similares",0,6,42.0,0,cedida por otro hogar o institucion,1,1,1,casa independiente,adobe,0,0
040809_015777_010_11,015777,010,11,040809,04,0408,040809,sierra sur, de 500 a 1 999 habitantes,urbana,0,172.2686,0,6.0,0,3.0,1,"planchas de calamina, fibra de cemento o similares",0,3,63.0,0,"propia, totalmente pagada",1,1,1,casa independiente,adobe,0,0
040809_015777_016_11,015777,016,11,040809,04,0408,040809,sierra sur, de 500 a 1 999 habitantes,urbana,0,172.2686,0,3.0,0,1.0,0,tejas,1,4,41.0,1,alquilada,1,1,0,casa independiente,piedra con barro,0,0
040809_015777_018_11,015777,018,11,040809,04,0408,040809,sierra sur, de 500 a 1 999 habitantes,urbana,0,172.2686,1,6.0,0,3.0,1,"planchas de calamina, fibra de cemento o similares",0,6,42.0,1,"propia, totalmente pagada",2,1,3,casa independiente,adobe,0,0
040809_015777_034_11,015777,034,11,040809,04,0408,040809,sierra sur, de 500 a 1 999 habitantes,urbana,0,172.2686,0,6.0,0,1.0,0,"planchas de calamina, fibra de cemento o similares",1,3,26.0,1,cedida por otro hogar o institucion,0,1,0,casa independiente,otro material,0,0
040809_015777_056_11,015777,056,11,040809,04,0408,040809,sierra sur, de 500 a 1 999 habitantes,urbana,0,172.2686,1,1.0,0,1.0,0,"planchas de calamina, fibra de cemento o similares",0,1,76.0,1,cedida por otro hogar o institucion,0,0,1,casa independiente,adobe,0,0
040809_015777_071_11,015777,071,11,040809,04,0408,040809,sierra sur, de 500 a 1 999 habitantes,urbana,0,172.2686,1,9.0,1,4.0,1,"planchas de calamina, fibra de cemento o similares",2,5,35.0,0,cedida por otro hogar o institucion,1,1,1,casa independiente,adobe,0,0
040809_015777_077_11,015777,077,11,040809,04,0408,040809,sierra sur, de 500 a 1 999 habitantes,urbana,0,172.2686,0,6.0,0,3.0,0,"planchas de calamina, fibra de cemento o similares",1,6,42.0,1,"propia, totalmente pagada",2,1,3,casa independiente,adobe,0,0
040128_020507_014_11,020507,014,11,040128,04,0401,040128,sierra sur, de 20 000 a 49 999 habitantes,urbana,0,210.07526,0,10.0,1,5.0,1,concreto armado,2,6,33.0,0,"propia, totalmente pagada",0,1,3,casa independiente,ladrillo o bloque de cemento,1,0
040128_020507_054_11,020507,054,11,040128,04,0401,040128,sierra sur, de 20 000 a 49 999 habitantes,urbana,0,210.07526,0,6.0,1,2.0,2,concreto armado,0,2,58.0,0,"propia, totalmente pagada",0,1,0,casa independiente,ladrillo o bloque de cemento,1,0
040128_020507_093_11,020507,093,11,040128,04,0401,040128,sierra sur, de 20 000 a 49 999 habitantes,urbana,0,210.07526,0,6.0,1,4.0,2,concreto armado,0,2,28.0,0,cedida por otro hogar o institucion,0,1,0,casa independiente,ladrillo o bloque de cemento,1,0
040128_020507_113_11,020507,113,11,040128,04,0401,040128,sierra sur, de 20 000 a 49 999 habitantes,urbana,0,210.07526,0,6.0,1,5.0,2,concreto armado,0,5,42.0,0,cedida por otro hogar o institucion,1,1,3,"vivienda en casa de vecindad (callejon, solar o corralon)",ladrillo o bloque de cemento,1,0
040128_020507_152_11,020507,152,11,040128,04,0401,040128,sierra sur, de 20 000 a 49 999 habitantes,urbana,0,210.07526,0,8.0,1,3.0,1,concreto armado,0,2,23.0,0,cedida por otro hogar o institucion,0,1,0,"vivienda en casa de vecindad (callejon, solar o corralon)",ladrillo o bloque de cemento,1,0
040128_020507_172_11,020507,172,11,040128,04,0401,040128,sierra sur, de 20 000 a 49 999 habitantes,urbana,0,210.07526,0,1.0,1,5.0,1,concreto armado,0,3,53.0,0,"propia, por invasion",0,1,3,casa independiente,ladrillo o bloque de cemento,1,0
040102_020568_004_11,020568,004,11,040102,04,0401,040102,sierra sur, de 500 000 a más habitantes,urbana,0,258.9976,0,3.0,0,4.0,0,concreto armado,0,3,45.0,0,"propia, totalmente pagada",1,1,2,casa independiente,ladrillo o bloque de cemento,1,0
040102_020568_038_11,020568,038,11,040102,04,0401,040102,sierra sur, de 500 000 a más habitantes,urbana,0,258.9976,0,10.0,1,3.0,1,concreto armado,0,2,34.0,0,cedida por otro hogar o institucion,0,1,1,casa independiente,piedra o sillar con cal o cemento,1,0
040102_020568_055_11,020568,055,11,040102,04,0401,040102,sierra sur, de 500 000 a más habitantes,urbana,0,258.9976,0,10.0,1,5.0,2,concreto armado,0,4,56.0,0,"propia, totalmente pagada",0,1,0,casa independiente,ladrillo o bloque de cemento,1,0
040102_020568_090_11,020568,090,11,040102,04,0401,040102,sierra sur, de 500 000 a más habitantes,urbana,0,258.9976,0,6.0,1,5.0,2,concreto armado,0,3,48.0,0,"propia, totalmente pagada",0,1,1,casa independiente,ladrillo o bloque de cemento,1,0
040102_020568_107_11,020568,107,11,040102,04,0401,040102,sierra sur, de 500 000 a más habitantes,urbana,0,258.9976,0,6.0,1,6.0,3,concreto armado,0,5,56.0,0,"propia, por invasion",0,1,3,casa independiente,ladrillo o bloque de cemento,1,0
040102_020568_124_11,020568,124,11,040102,04,0401,040102,sierra sur, de 500 000 a más habitantes,urbana,0,258.9976,0,6.0,1,4.0,0,concreto armado,0,3,54.0,0,"propia, por invasion",1,1,2,casa independiente,ladrillo o bloque de cemento,1,0
040129_005561_026_11,005561,026,11,040129,04,0401,040129,sierra sur, de 500 000 a más habitantes,urbana,0,122.73267,0,10.0,1,4.0,3,concreto armado,0,4,48.0,0,"propia, totalmente pagada",2,1,2,casa independiente,ladrillo o bloque de cemento,1,0
040129_005561_064_11,005561,064,11,040129,04,0401,040129,sierra sur, de 500 000 a más habitantes,urbana,0,122.73267,0,9.0,1,2.0,0,concreto armado,0,1,31.0,0,cedida por otro hogar o institucion,0,1,0,casa independiente,ladrillo o bloque de cemento,1,0
040129_005561_110_11,005561,110,11,040129,04,0401,040129,sierra sur, de 500 000 a más habitantes,urbana,0,122.73267,0,10.0,1,6.0,2,concreto armado,0,2,46.0,0,"propia, totalmente pagada",0,1,0,casa independiente,ladrillo o bloque de cemento,1,0
040129_005561_124_11,005561,124,11,040129,04,0401,040129,sierra sur, de 500 000 a más habitantes,urbana,0,122.73267,0,10.0,1,5.0,0,concreto armado,0,3,31.0,0,alquilada,1,1,1,casa independiente,ladrillo o bloque de cemento,1,0
040128_005615_030_11,005615,030,11,040128,04,0401,040128,sierra sur,de 2 000 a 19 999 habitantes,urbana,0,129.68959,1,4.0,0,3.0,0,"planchas de calamina, fibra de cemento o similares",0,6,51.0,0,"propia, totalmente pagada",1,1,6,casa independiente,ladrillo o bloque de cemento,0,0
040128_005615_046_11,005615,046,11,040128,04,0401,040128,sierra sur,de 2 000 a 19 999 habitantes,urbana,0,129.68959,0,1.0,1,5.0,3,concreto armado,1,6,40.0,0,"propia, totalmente pagada",0,1,2,casa independiente,ladrillo o bloque de cemento,1,0
040128_005615_075_11,005615,075,11,040128,04,0401,040128,sierra sur,de 2 000 a 19 999 habitantes,urbana,0,129.68959,0,8.0,1,3.0,2,concreto armado,0,2,32.0,0,"propia, totalmente pagada",0,1,0,casa independiente,ladrillo o bloque de cemento,1,0
040128_005615_091_11,005615,091,11,040128,04,0401,040128,sierra sur,de 2 000 a 19 999 habitantes,urbana,0,129.68959,0,5.0,1,5.0,2,"planchas de calamina, fibra de cemento o similares",1,6,53.0,0,"propia, totalmente pagada",1,1,3,casa independiente,ladrillo o bloque de cemento,1,0
040406_009914_009_11,009914,009,11,040406,04,0404,040406,sierra sur,area de empadronamiento rural (aer) simple,rural,1,145.04135,0,3.0,0,1.0,0,"planchas de calamina, fibra de cemento o similares",0,1,69.0,1,"propia, totalmente pagada",0,1,1,casa independiente,adobe,1,0
040406_009914_011_11,009914,011,11,040406,04,0404,040406,sierra sur,area de empadronamiento rural (aer) simple,rural,1,145.04135,1,1.0,0,1.0,0,"planchas de calamina, fibra de cemento o similares",0,1,68.0,1,cedida por otro hogar o institucion,0,0,0,casa independiente,piedra con barro,0,0
040406_009914_063_11,009914,063,11,040406,04,0404,040406,sierra sur,area de empadronamiento rural (aer) simple,rural,1,145.04135,1,6.0,0,1.0,0,"planchas de calamina, fibra de cemento o similares",0,2,63.0,1,"propia, totalmente pagada",0,0,1,casa independiente,piedra con barro,0,0
040406_009914_066_11,009914,066,11,040406,04,0404,040406,sierra sur,area de empadronamiento rural (aer) simple,rural,1,145.04135,1,4.0,0,2.0,0,"planchas de calamina, fibra de cemento o similares",0,2,49.0,1,"propia, totalmente pagada",0,1,1,casa independiente,adobe,0,0
040103_015528_008_11,015528,008,11,040103,04,0401,040103,sierra sur, de 500 000 a más habitantes,urbana,0,258.9976,0,10.0,0,2.0,1,concreto armado,0,2,63.0,0,cedida por otro hogar o institucion,1,1,1,"vivienda en casa de vecindad (callejon, solar o corralon)",piedra o sillar con cal o cemento,1,0
040103_015528_024_11,015528,024,11,040103,04,0401,040103,sierra sur, de 500 000 a más habitantes,urbana,0,258.9976,0,4.0,1,4.0,0,concreto armado,0,3,60.0,0,"propia, totalmente pagada",0,1,1,casa independiente,ladrillo o bloque de cemento,1,0
040103_015528_057_11,015528,057,11,040103,04,0401,040103,sierra sur, de 500 000 a más habitantes,urbana,0,258.9976,0,10.0,1,3.0,0,concreto armado,0,3,64.0,0,"propia, totalmente pagada",0,1,0,casa independiente,ladrillo o bloque de cemento,1,0
040103_015528_073_11,015528,073,11,040103,04,0401,040103,sierra sur, de 500 000 a más habitantes,urbana,0,258.9976,0,8.0,1,3.0,2,concreto armado,0,3,49.0,0,"propia, totalmente pagada",1,1,1,casa independiente,ladrillo o bloque de cemento,1,0
040103_015528_089_11,015528,089,11,040103,04,0401,040103,sierra sur, de 500 000 a más habitantes,urbana,0,258.9976,0,10.0,1,3.0,1,concreto armado,1,3,67.0,0,"propia, totalmente pagada",0,1,0,casa independiente,ladrillo o bloque de cemento,1,0
040103_015528_105_11,015528,105,11,040103,04,0401,040103,sierra sur, de 500 000 a más habitantes,urbana,0,258.9976,0,8.0,1,6.0,0,concreto armado,0,3,48.0,0,"propia, totalmente pagada",0,1,2,casa independiente,ladrillo o bloque de cemento,1,0
040109_015544_028_11,015544,028,11,040109,04,0401,040109,sierra sur, de 500 000 a más habitantes,urbana,0,280.10034,0,8.0,1,1.0,0,"planchas de calamina, fibra de cemento o similares",0,2,30.0,0,alquilada,0,1,1,"vivienda en casa de vecindad (callejon, solar o corralon)",ladrillo o bloque de cemento,1,0
040109_015544_038_11,015544,038,11,040109,04,0401,040109,sierra sur, de 500 000 a más habitantes,urbana,0,280.10034,1,3.0,0,1.0,0,"planchas de calamina, fibra de cemento o similares",0,2,65.0,0,"propia, totalmente pagada",0,0,1,casa independiente,ladrillo o bloque de cemento,1,0
040109_015544_046_11,015544,046,11,040109,04,0401,040109,sierra sur, de 500 000 a más habitantes,urbana,0,280.10034,0,6.0,1,2.0,0,"planchas de calamina, fibra de cemento o similares",1,4,43.0,0,"propia, totalmente pagada",1,1,1,casa independiente,ladrillo o bloque de cemento,1,0
040109_015544_056_11,015544,056,11,040109,04,0401,040109,sierra sur, de 500 000 a más habitantes,urbana,0,280.10034,0,6.0,0,3.0,0,"planchas de calamina, fibra de cemento o similares",1,4,45.0,0,"propia, totalmente pagada",0,1,1,casa independiente,ladrillo o bloque de cemento,1,0
040109_015544_064_11,015544,064,11,040109,04,0401,040109,sierra sur, de 500 000 a más habitantes,urbana,0,280.10034,0,5.0,1,2.0,0,concreto armado,0,3,54.0,0,"propia, totalmente pagada",1,0,2,casa independiente,ladrillo o bloque de cemento,1,0
040109_015544_074_11,015544,074,11,040109,04,0401,040109,sierra sur, de 500 000 a más habitantes,urbana,0,280.10034,0,6.0,1,2.0,0,"planchas de calamina, fibra de cemento o similares",2,5,28.0,0,"propia, totalmente pagada",1,1,1,casa independiente,ladrillo o bloque de cemento,1,0
040112_015560_018_11,015560,018,11,040112,04,0401,040112,sierra sur, de 500 000 a más habitantes,urbana,0,785.57513,0,5.0,1,3.0,2,concreto armado,0,2,92.0,0,cedida por otro hogar o institucion,0,0,1,vivienda en quinta,ladrillo o bloque de cemento,1,0
040112_015560_036_11,015560,036,11,040112,04,0401,040112,sierra sur, de 500 000 a más habitantes,urbana,0,785.57513,0,10.0,1,5.0,3,concreto armado,0,5,54.0,0,"propia, totalmente pagada",1,1,0,departamento en edificio,ladrillo o bloque de cemento,1,0
040112_015560_048_11,015560,048,11,040112,04,0401,040112,sierra sur, de 500 000 a más habitantes,urbana,0,785.57513,1,6.0,0,1.0,2,"planchas de calamina, fibra de cemento o similares",1,5,30.0,0,alquilada,1,1,0,casa independiente,ladrillo o bloque de cemento,1,0
040112_015560_071_11,015560,071,11,040112,04,0401,040112,sierra sur, de 500 000 a más habitantes,urbana,0,785.57513,0,8.0,1,4.0,1,concreto armado,0,4,27.0,0,alquilada,2,1,2,casa independiente,ladrillo o bloque de cemento,1,0
040112_015560_125_11,015560,125,11,040112,04,0401,040112,sierra sur, de 500 000 a más habitantes,urbana,0,785.57513,0,10.0,1,5.0,1,concreto armado,0,4,59.0,0,"propia, totalmente pagada",0,1,0,casa independiente,ladrillo o bloque de cemento,1,0
040112_015560_141_11,015560,141,11,040112,04,0401,040112,sierra sur, de 500 000 a más habitantes,urbana,0,785.57513,0,6.0,1,6.0,4,concreto armado,0,4,68.0,0,"propia, totalmente pagada",0,1,1,casa independiente,ladrillo o bloque de cemento,1,0
040112_015560_178_11,015560,178,11,040112,04,0401,040112,sierra sur, de 500 000 a más habitantes,urbana,0,785.57513,0,10.0,1,4.0,3,concreto armado,0,4,59.0,0,"propia, totalmente pagada",0,1,1,casa independiente,ladrillo o bloque de cemento,1,0
040112_015560_194_11,015560,194,11,040112,04,0401,040112,sierra sur, de 500 000 a más habitantes,urbana,0,785.57513,1,4.0,1,7.0,0,concreto armado,1,7,66.0,0,"propia, totalmente pagada",1,1,3,casa independiente,ladrillo o bloque de cemento,1,0
040102_015570_009_11,015570,009,11,040102,04,0401,040102,sierra sur, de 500 000 a más habitantes,urbana,0,165.5885,0,9.0,1,10.0,3,concreto armado,0,3,60.0,0,"propia, totalmente pagada",0,1,0,casa independiente,ladrillo o bloque de cemento,1,0
040102_015570_027_11,015570,027,11,040102,04,0401,040102,sierra sur, de 500 000 a más habitantes,urbana,0,165.5885,0,8.0,1,5.0,2,concreto armado,0,3,37.0,0,"propia, totalmente pagada",0,1,2,casa independiente,ladrillo o bloque de cemento,1,0
040102_015570_044_11,015570,044,11,040102,04,0401,040102,sierra sur, de 500 000 a más habitantes,urbana,0,165.5885,0,9.0,1,4.0,0,concreto armado,1,2,24.0,0,cedida por otro hogar o institucion,0,1,1,casa independiente,ladrillo o bloque de cemento,1,0
