hogar_id,conglome,vivienda,hogar,ubigeo,factor_expansion_anual,target_pobreza_monetaria_bin,acceso_internet_hogar_derivado,internet_hogar_enaho,dispositivo_servicio_digital_1,dispositivo_servicio_digital_2,dispositivo_servicio_digital_3,edad_jefe,num_adultos_65_mas,num_ninos_0_5,num_ninos_6_16,sexo_jefe_bin,tam_hogar,al_menos_un_6_16_no_asiste,al_menos_un_6_16_no_matriculado,hogar_con_ninos_no_asisten,hogar_con_ninos_no_matriculados,nivel_educativo_jefe_cat,nivel_educativo_jefe_ord,num_6_16_no_asisten,num_6_16_no_matriculados,al_menos_un_ingreso_laboral_hogar,jefe_con_ingreso_laboral,num_miembros_con_ingreso_laboral,num_perceptores_hogar,acceso_electricidad,usa_combustible_limpio,usa_combustible_precario,combustible_principal_cocina,es_area_rural,estrato_geografico,al_menos_un_enfermedad_4_sem,al_menos_un_sintoma_4_sem,health_no_attention,num_miembros_afiliados_essalud,num_miembros_con_enfermedad_4_sem,num_miembros_con_sintoma_4_sem,num_miembros_sin_atencion_salud,acceso_agua_red,acceso_desague_red,agua_disponible_diaria,agua_potable_reportada,agua_segura_proxy,saneamiento_inadecuado,material_piso_cat,tipo_vivienda,material_pared,material_techo,num_habitaciones,tenencia_vivienda,piso_precario,ingreso_neto_total_hogar,monto_total_transferencias_publicas,monto_total_programas_sociales_alimentarios,monto_total_programas_sociales_no_alimentarios,recibe_programa_social_alimentario,recibe_programa_social_no_alimentario,monto_bono_alimentario,monto_apoyo_ollas_comunes,monto_ingresos_gastos_ollas_comunes,monto_juntos,monto_otras_transferencias_publicas,monto_pension_65,monto_beca_18,monto_bono_gas,monto_bono_electricidad,monto_bono_onp_jubilados,monto_programa_contigo,monto_bono_yanapay
040108_010441_075_11,010441,075,11,040108,54.082073,1,1,conexion a internet,conexion fija,pase,conexion movil prepago,50.0,0,2,0,0,7,0,0,0,0,secundaria incompleta,5.0,0,0,1,1,5,5,1,1,0,gas (balon glp),0,de 2 000 a 19 999 habitantes,1,1,1,3,1,3,3,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,4.0,cedida por otro hogar o institucion,0,96558.046875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040108_010441_133_11,010441,133,11,040108,54.082073,0,1,conexion a internet,pase,pase,conexion movil prepago,36.0,0,1,2,1,5,0,0,0,0,secundaria completa,6.0,0,0,0,0,0,1,1,1,0,gas (balon glp),0,de 2 000 a 19 999 habitantes,1,1,1,0,3,2,2,1,1,0,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,4.0,"propia, totalmente pagada",0,11053.0400390625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040108_010441_169_11,010441,169,11,040108,54.082073,1,1,conexion a internet,pase,pase,conexion movil prepago,33.0,0,0,2,1,4,0,0,0,0,primaria incompleta,3.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0,de 2 000 a 19 999 habitantes,1,1,1,0,3,1,2,1,1,1,1,1,0,tierra,casa independiente,"madera (pona, tornillo, etc)","planchas de calamina, fibra de cemento o similares",2.0,"propia, totalmente pagada",1,37992.8828125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040110_015529_012_11,015529,012,11,040110,278.53445,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,73.0,2,1,1,1,9,0,0,0,0,maestria_doctorado,11.0,0,0,1,0,4,4,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,7,8,6,2,1,1,1,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,6.0,"propia, totalmente pagada",0,177206.796875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040110_015529_025_11,015529,025,11,040110,278.53445,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,53.0,0,0,0,1,4,0,0,0,0,superior no universitaria completa,8.0,0,0,1,1,1,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,1,1,3,0,3,3,1,1,1,1,1,0,"losetas, terrazos o similares",departamento en edificio,ladrillo o bloque de cemento,concreto armado,5.0,"propia, totalmente pagada",0,83727.625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040110_015529_037_11,015529,037,11,040110,278.53445,0,1,conexion a internet,pase,conexion movil post pago control,pase,84.0,1,0,0,1,2,0,0,0,0,primaria completa,4.0,0,0,1,0,1,1,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,0,0,0,0,0,0,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,5.0,"propia, totalmente pagada",0,28574.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040110_015529_050_11,015529,050,11,040110,278.53445,0,1,conexion a internet,pase,conexion movil post pago control,pase,49.0,0,0,0,1,2,0,0,0,0,secundaria completa,6.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,0,2,2,1,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,5.0,"propia, totalmente pagada",0,58060.0390625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040110_015529_061_11,015529,061,11,040110,278.53445,0,1,conexion a internet,pase,conexion movil post pago control,pase,78.0,2,0,0,1,6,0,0,0,0,secundaria incompleta,5.0,0,0,1,0,2,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,3,5,4,5,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,6.0,"propia, totalmente pagada",0,94342.6328125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040110_015529_087_11,015529,087,11,040110,278.53445,0,1,conexion a internet,conexion fija,pase,conexion movil prepago,53.0,1,1,0,0,5,0,0,0,0,superior no universitaria completa,8.0,0,0,1,1,2,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,3,4,3,1,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,47500.6875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040110_015529_111_11,015529,111,11,040110,278.53445,0,1,conexion a internet,pase,conexion movil post pago control,conexion movil prepago,73.0,2,0,0,1,2,0,0,0,0,secundaria completa,6.0,0,0,1,1,1,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,0,1,1,0,0,1,1,1,1,1,1,0,cemento,"vivienda en casa de vecindad (callejon, solar o corralon)",ladrillo o bloque de cemento,concreto armado,1.0,alquilada,0,18829.78515625,6582,0.0,6582,0,1,0,0.0,0.0,0,6582,0,0,0,0,0,0,0
040110_015529_125_11,015529,125,11,040110,278.53445,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,59.0,0,0,1,1,6,0,0,0,0,maestria_doctorado,11.0,0,0,1,1,5,5,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,5,3,1,3,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,7.0,"propia, totalmente pagada",0,328972.375,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040101_015547_023_11,015547,023,11,040101,159.23631,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,52.0,0,0,0,1,2,0,0,0,0,secundaria completa,6.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,0,0,1,0,0,0,1,1,1,1,1,0,parquet o madera pulida,casa independiente,ladrillo o bloque de cemento,concreto armado,7.0,"propia, totalmente pagada",0,68291.125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040101_015547_047_11,015547,047,11,040101,159.23631,0,1,conexion a internet,pase,pase,conexion movil prepago,54.0,0,0,0,1,1,0,0,0,0,secundaria completa,6.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,0,1,1,1,0,1,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",departamento en edificio,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,45974.5390625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040101_015547_060_11,015547,060,11,040101,159.23631,0,1,conexion a internet,conexion fija,conexion movil post pago control,conexion movil prepago,42.0,0,1,1,1,5,0,0,0,0,maestria_doctorado,11.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,4,1,1,1,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",departamento en edificio,ladrillo o bloque de cemento,concreto armado,3.0,alquilada,0,37631.1015625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040101_015547_074_11,015547,074,11,040101,159.23631,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,50.0,0,0,0,1,4,0,0,0,0,superior no universitaria completa,8.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,2,3,1,3,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",departamento en edificio,ladrillo o bloque de cemento,concreto armado,3.0,alquilada,0,62166.015625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040101_015547_087_11,015547,087,11,040101,159.23631,0,1,conexion a internet,pase,conexion movil post pago control,pase,70.0,2,0,0,1,4,0,0,0,0,superior universitaria completa,10.0,0,0,1,1,2,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,0,1,2,1,0,1,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",departamento en edificio,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,25758.134765625,5387,0.0,5387,0,1,0,0.0,0.0,0,5387,0,0,0,0,0,0,0
040101_015547_113_11,015547,113,11,040101,159.23631,0,1,conexion a internet,conexion fija,conexion movil post pago control,conexion movil prepago,75.0,2,1,0,1,4,0,0,0,0,secundaria completa,6.0,0,0,0,0,0,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,3,1,3,2,1,1,1,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,5.0,"propia, totalmente pagada",0,55558.9140625,18791,0.0,18791,0,1,0,0.0,0.0,0,18791,0,0,0,0,0,0,0
040101_015547_125_11,015547,125,11,040101,159.23631,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,59.0,1,0,0,0,4,0,0,0,0,secundaria completa,6.0,0,0,1,0,1,1,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,0,1,2,2,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,12897.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040110_015573_034_11,015573,034,11,040110,1037.7892,0,1,conexion a internet,pase,pase,conexion movil prepago,24.0,0,1,0,1,3,0,0,0,0,primaria incompleta,3.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,0,1,3,3,1,1,1,1,1,0,cemento,casa independiente,piedra o sillar con cal o cemento,"planchas de calamina, fibra de cemento o similares",2.0,cedida por otro hogar o institucion,0,35203.95703125,31,0.0,31,0,1,0,0.0,0.0,0,0,0,0,0,31,0,0,0
040110_015573_079_11,015573,079,11,040110,1037.7892,0,1,conexion a internet,pase,conexion movil post pago control,conexion movil prepago,53.0,0,0,0,0,3,0,0,0,0,secundaria completa,6.0,0,0,1,0,2,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,1,1,0,0,3,3,0,1,0,0,0,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,4.0,"propia, totalmente pagada",0,43945.99609375,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040110_015573_101_11,015573,101,11,040110,1037.7892,0,1,conexion a internet,pase,conexion movil post pago control,conexion movil prepago,43.0,0,0,0,0,4,0,0,0,0,secundaria completa,6.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,0,2,3,3,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,5.0,"propia, totalmente pagada",0,171717.140625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040110_015573_146_11,015573,146,11,040110,1037.7892,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,44.0,0,0,2,1,4,0,0,0,0,superior no universitaria completa,8.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,1,1,4,0,2,1,1,1,1,1,1,0,parquet o madera pulida,casa independiente,ladrillo o bloque de cemento,concreto armado,7.0,"propia, totalmente pagada",0,60945.3828125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040110_015573_169_11,015573,169,11,040110,1037.7892,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,45.0,0,0,0,1,3,0,0,0,0,superior no universitaria incompleta,7.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,3,1,2,2,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,4.0,"propia, comprandola a plazos",0,104415.453125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040129_015607_050_11,015607,050,11,040129,159.23631,0,1,conexion a internet,pase,conexion movil post pago control,pase,62.0,0,0,0,0,2,0,0,0,0,secundaria completa,6.0,0,0,0,0,0,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,0,1,1,1,0,1,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,6.0,"propia, totalmente pagada",0,41904.984375,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040129_015607_102_11,015607,102,11,040129,159.23631,0,1,conexion a internet,pase,conexion movil post pago control,pase,36.0,0,0,0,1,1,0,0,0,0,superior universitaria incompleta,9.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,0,0,0,0,0,0,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,cedida por otro hogar o institucion,0,55729.046875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040129_015607_137_11,015607,137,11,040129,159.23631,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,62.0,0,0,0,1,2,0,0,0,0,superior universitaria incompleta,9.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,0,2,2,2,0,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,cedida por otro hogar o institucion,0,46349.40625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040129_015607_171_11,015607,171,11,040129,159.23631,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,53.0,1,0,0,1,2,0,0,0,0,superior universitaria incompleta,9.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,1,1,0,0,2,2,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,35475.421875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040129_015607_188_11,015607,188,11,040129,159.23631,0,1,conexion a internet,pase,conexion movil post pago control,pase,48.0,0,0,1,0,5,0,0,0,0,secundaria completa,6.0,0,0,1,1,3,5,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,0,1,3,3,0,2,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,5.0,"propia, totalmente pagada",0,77817.234375,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040122_015612_016_11,015612,016,11,040122,297.66895,0,1,conexion a internet,pase,pase,conexion movil prepago,39.0,1,0,1,1,5,0,0,0,0,superior no universitaria incompleta,7.0,0,0,1,1,3,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,0,0,2,2,0,0,0,0,0,0,0,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",4.0,"propia, totalmente pagada",0,93146.546875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040122_015612_025_11,015612,025,11,040122,297.66895,0,1,conexion a internet,pase,pase,conexion movil prepago,39.0,0,0,2,1,5,0,0,0,0,secundaria completa,6.0,0,0,1,1,3,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,1,1,3,3,0,0,0,0,0,1,cemento,casa independiente,ladrillo o bloque de cemento,caña o estera con torta de barro o cemento,6.0,"propia, totalmente pagada",0,52545.64453125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040122_015612_034_11,015612,034,11,040122,297.66895,0,0,pase,,,,68.0,1,0,0,1,3,0,0,0,0,primaria completa,4.0,0,0,1,0,2,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,0,1,3,1,0,0,0,0,0,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,29327.7265625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040122_015612_053_11,015612,053,11,040122,297.66895,0,1,conexion a internet,pase,pase,conexion movil prepago,36.0,0,0,2,1,4,0,0,0,0,secundaria completa,6.0,0,0,0,0,0,0,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,0,2,2,2,0,0,0,0,0,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,2290.7841796875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040122_015612_063_11,015612,063,11,040122,297.66895,0,1,conexion a internet,pase,conexion movil post pago control,conexion movil prepago,40.0,0,0,0,1,3,0,0,0,0,primaria completa,4.0,0,0,1,1,3,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,1,1,1,2,0,0,0,0,0,1,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,2.0,"propia, totalmente pagada",0,77171.5390625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040122_015612_080_11,015612,080,11,040122,297.66895,0,1,conexion a internet,pase,conexion movil post pago control,pase,39.0,0,1,1,1,4,0,0,0,0,superior no universitaria completa,8.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,4,1,1,1,0,0,1,1,0,1,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,2.0,"propia, totalmente pagada",0,47248.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040103_015623_005_11,015623,005,11,040103,297.66895,0,1,conexion a internet,pase,conexion movil post pago control,conexion movil prepago,36.0,0,1,1,1,4,0,0,0,0,secundaria completa,6.0,0,0,1,1,2,3,0,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,0,0,0,0,0,0,0,0,0,0,0,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,48904.953125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040103_015623_014_11,015623,014,11,040103,297.66895,0,1,conexion a internet,pase,conexion movil post pago control,pase,55.0,0,0,0,0,2,0,0,0,0,secundaria completa,6.0,0,0,1,0,1,1,0,0,1,otro,0, de 500 000 a más habitantes,0,1,1,0,0,1,1,0,0,0,0,0,1,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",1.0,"propia, totalmente pagada",0,17734.662109375,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040104_015627_011_11,015627,011,11,040104,278.53445,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,39.0,0,0,2,0,5,0,0,0,0,superior universitaria completa,10.0,0,0,1,1,3,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,2,3,4,4,1,1,1,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,8.0,cedida por otro hogar o institucion,0,91056.0625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040104_015627_030_11,015627,030,11,040104,278.53445,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,43.0,0,0,0,1,4,0,0,0,0,superior no universitaria incompleta,7.0,0,0,1,1,3,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,0,0,2,1,0,0,1,1,1,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,4.0,"propia, totalmente pagada",0,109470.828125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040104_015627_064_11,015627,064,11,040104,278.53445,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,45.0,0,1,1,1,6,0,0,0,0,superior no universitaria incompleta,7.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,0,2,1,2,1,1,1,1,1,0,"losetas, terrazos o similares",vivienda en quinta,ladrillo o bloque de cemento,concreto armado,6.0,"propia, totalmente pagada",0,66870.09375,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040104_015627_081_11,015627,081,11,040104,278.53445,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,59.0,0,0,0,1,4,0,0,0,0,superior universitaria incompleta,9.0,0,0,1,1,3,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,2,1,2,1,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",3.0,"propia, totalmente pagada",0,96273.6953125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040104_015627_096_11,015627,096,11,040104,278.53445,0,1,conexion a internet,pase,conexion movil post pago control,pase,53.0,0,0,0,0,3,0,0,0,0,superior universitaria incompleta,9.0,0,0,1,0,1,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,1,1,2,2,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,4.0,cedida por otro hogar o institucion,0,55436.4140625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040104_015627_113_11,015627,113,11,040104,278.53445,0,1,conexion a internet,conexion fija,conexion movil post pago control,conexion movil prepago,57.0,0,0,1,1,3,0,0,0,0,secundaria completa,6.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,2,1,1,2,1,1,1,1,1,0,"losetas, terrazos o similares",vivienda en quinta,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",3.0,"propia, totalmente pagada",0,30219.8828125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040112_015632_009_11,015632,009,11,040112,371.37927,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,34.0,0,0,2,0,7,0,0,0,0,secundaria completa,6.0,0,0,1,1,2,4,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,0,2,4,5,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,7.0,"propia, totalmente pagada",0,55502.17578125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040112_015632_062_11,015632,062,11,040112,371.37927,0,1,conexion a internet,pase,conexion movil post pago control,pase,50.0,0,0,0,0,4,0,0,0,0,superior no universitaria incompleta,7.0,0,0,1,0,1,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,0,0,2,0,0,0,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,5.0,"propia, totalmente pagada",0,47836.86328125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040112_015632_079_11,015632,079,11,040112,371.37927,0,1,conexion a internet,pase,pase,conexion movil prepago,69.0,1,0,0,0,1,0,0,0,0,primaria completa,4.0,0,0,1,1,1,1,1,0,1,leña,0, de 500 000 a más habitantes,0,1,1,0,0,1,1,1,1,1,1,1,0,cemento,"vivienda en casa de vecindad (callejon, solar o corralon)",ladrillo o bloque de cemento,concreto armado,1.0,"propia, totalmente pagada",0,11830.126953125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040112_015632_097_11,015632,097,11,040112,371.37927,0,1,conexion a internet,pase,conexion movil post pago control,pase,42.0,0,2,1,1,5,0,0,0,0,superior universitaria completa,10.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,1,1,0,0,1,1,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,32285.14453125,31,0.0,31,0,1,0,0.0,0.0,0,0,0,0,0,31,0,0,0
040112_015632_114_11,015632,114,11,040112,371.37927,1,1,conexion a internet,conexion fija,pase,conexion movil prepago,45.0,0,0,2,1,4,0,0,0,0,secundaria completa,6.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,1,1,4,0,3,3,1,1,1,1,1,0,cemento,"vivienda en casa de vecindad (callejon, solar o corralon)",ladrillo o bloque de cemento,concreto armado,2.0,cedida por otro hogar o institucion,0,12858.6328125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040104_015635_027_11,015635,027,11,040104,68.81912,0,1,conexion a internet,conexion fija,conexion movil post pago control,conexion movil prepago,35.0,1,0,0,0,2,0,0,0,0,maestria_doctorado,11.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,0,0,2,0,0,0,1,1,1,1,1,0,"losetas, terrazos o similares",departamento en edificio,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,68021.8046875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040104_015635_085_11,015635,085,11,040104,68.81912,0,1,conexion a internet,conexion fija,conexion movil post pago control,conexion movil prepago,22.0,0,0,0,1,5,0,0,0,0,secundaria completa,6.0,0,0,1,1,3,4,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,0,0,0,0,0,0,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",departamento en edificio,ladrillo o bloque de cemento,concreto armado,4.0,alquilada,0,62386.22265625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040104_015635_141_11,015635,141,11,040104,68.81912,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,40.0,0,1,1,1,4,0,0,0,0,maestria_doctorado,11.0,0,0,1,1,2,2,1,1,0,electricidad,0, de 500 000 a más habitantes,0,1,1,4,0,2,1,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",departamento en edificio,ladrillo o bloque de cemento,concreto armado,4.0,"propia, comprandola a plazos",0,201199.265625,15557,0.0,15557,0,1,0,0.0,0.0,0,15557,0,0,0,0,0,0,0
