table_id,zip_name,table_name,column_name,original_column_name,dtype,null_count,null_pct,n_unique
906-Modulo05__enaho_tabla_ciuo_88,906-Modulo05.zip,enaho_tabla_ciuo_88,grangrup,grangrup,int8,0,0.0,10
906-Modulo05__enaho_tabla_ciuo_88,906-Modulo05.zip,enaho_tabla_ciuo_88,grupo,grupo,int8,0,0.0,10
906-Modulo05__enaho_tabla_ciuo_88,906-Modulo05.zip,enaho_tabla_ciuo_88,subgrupo,subgrupo,int8,0,0.0,10
906-Modulo05__enaho_tabla_ciuo_88,906-Modulo05.zip,enaho_tabla_ciuo_88,variedad,variedad,int16,0,0.0,123
906-Modulo05__enaho_tabla_ciuo_88,906-Modulo05.zip,enaho_tabla_ciuo_88,codocupa,codocupa,int16,0,0.0,450
906-Modulo05__enaho_tabla_ciuo_88,906-Modulo05.zip,enaho_tabla_ciuo_88,desocupa,desocupa,str,0,0.0,5150
