table_id,zip_name,table_name,column_name,original_column_name,dtype,null_count,null_pct,n_unique
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,ano,aÑo,str,0,0.0,1
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,mes,mes,str,0,0.0,12
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,conglome,conglome,str,0,0.0,5359
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,vivienda,vivienda,str,0,0.0,537
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,hogar,hogar,str,0,0.0,10
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,codperso,codperso,str,0,0.0,20
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,ubigeo,ubigeo,str,0,0.0,1263
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,dominio,dominio,category,0,0.0,8
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,estrato,estrato,category,0,0.0,8
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,codinfor,codinfor,str,0,0.0,21
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p500a,p500a,str,0,0.0,30
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p500b,p500b,str,0,0.0,12
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p500b1,p500b1,int16,0,0.0,2
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p500c,p500c,str,0,0.0,30
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p500d,p500d,str,0,0.0,12
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p500d1,p500d1,int16,0,0.0,2
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p500n,p500n,str,0,0.0,20
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p500i,p500i,str,0,0.0,21
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p501,p501,category,128,0.1477,2
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p502,p502,category,57247,66.0639,2
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p503,p503,category,57897,66.814,2
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p504,p504,category,58261,67.2341,1
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p5041,p5041,category,58261,67.2341,2
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p5042,p5042,category,58261,67.2341,2
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p5043,p5043,category,58261,67.2341,2
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p5044,p5044,category,58261,67.2341,2
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p5045,p5045,category,58261,67.2341,2
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p5046,p5046,category,58261,67.2341,2
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p5047,p5047,category,58261,67.2341,2
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p5048,p5048,category,58261,67.2341,2
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p5049,p5049,category,58261,67.2341,2
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p50410,p50410,category,58261,67.2341,2
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p50411,p50411,category,58261,67.2341,2
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p505,p505,category,23067,26.6197,299
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p505r4,p505r4,category,23067,26.6197,400
906-Modulo05__enaho01a_2023_500,906-Modulo05.zip,enaho01a-2023-500,p505b,p505b,float64,23067,26.6197,1
