table_id,zip_name,table_name,column_name,original_column_name,dtype,null_count,null_pct,n_unique
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,ano,aÑo,str,0,0.0,1
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,mes,mes,str,0,0.0,12
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,conglome,conglome,str,0,0.0,5359
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,vivienda,vivienda,str,0,0.0,537
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,hogar,hogar,str,0,0.0,10
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,codperso,codperso,str,0,0.0,22
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,ubigeo,ubigeo,str,0,0.0,1263
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,dominio,dominio,category,0,0.0,8
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,estrato,estrato,category,0,0.0,8
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,codinfor,codinfor,str,0,0.0,21
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,p400n,p400n,int8,0,0.0,22
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,p400i,p400i,category,0,0.0,21
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,p400a1,p400a1,float64,1153,1.0246,31
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,p400a2,p400a2,float64,1117,0.9926,12
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,p400a3,p400a3,float64,105,0.0933,102
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,p401c,p401c,category,105,0.0933,3
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,p401d1,p401d1,category,111562,99.1398,2
906-Modulo04__enaho01a_2023_400,906-Modulo04.zip,enaho01a-2023-400,p401d2,p401d2,category,111562,99.1398,2
