survey,category,year,period,module_code,module_name,variable,label,values,concept,query,matched_annual_enaho_2023
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P4151$06,¿El gasto realizado fue: Pagado por algun miembro de este hogar?: Servicio Dental y conexos,"{""0.0"": ""Pase"", ""1.0"": ""Pagado por algun miembro de este hogar""}",hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P4151$07,¿El gasto realizado fue: Pagado por algun miembro de este hogar?: Servicio Oftalmologico,"{""0.0"": ""Pase"", ""1.0"": ""Pagado por algun miembro de este hogar""}",hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P4151$08,¿El gasto realizado fue: Pagado por algun miembro de este hogar?: Compra de Lentes,"{""0.0"": ""Pase"", ""1.0"": ""Pagado por algun miembro de este hogar""}",hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P4151$09,¿El gasto realizado fue: Pagado por algun miembro de este hogar?: Vacunas,"{""0.0"": ""Pase"", ""1.0"": ""Pagado por algun miembro de este hogar""}",hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P4151$10,¿El gasto realizado fue: Pagado por algun miembro de este hogar?: Control de Salud de los Niños,"{""0.0"": ""Pase"", ""1.0"": ""Pagado por algun miembro de este hogar""}",hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P4151$11,¿El gasto realizado fue: Pagado por algun miembro de este hogar?: Anticonceptivos,"{""0.0"": ""Pase"", ""1.0"": ""Pagado por algun miembro de este hogar""}",hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P4151$12,"¿El gasto realizado fue: Pagado por algun miembro de este hogar?: Otros Gastos (ortopedia, termometro, etc.)","{""0.0"": ""Pase"", ""1.0"": ""Pagado por algun miembro de este hogar""}",hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P4151$13,¿El gasto realizado fue: Pagado por algun miembro de este hogar?: Hospitalizacion?,"{""0.0"": ""Pase"", ""1.0"": ""Pagado por algun miembro de este hogar""}",hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P4151$14,¿El gasto realizado fue: Pagado por algun miembro de este hogar?: Intervencion Quirurgica?,"{""0.0"": ""Pase"", ""1.0"": ""Pagado por algun miembro de este hogar""}",hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P4151$15,¿El gasto realizado fue: Pagado por algun miembro de este hogar?: Controles por embarazo,"{""0.0"": ""Pase"", ""1.0"": ""Pagado por algun miembro de este hogar""}",hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P4151$16,¿El gasto realizado fue: Pagado por algun miembro de este hogar?: Atenciones de parto,"{""0.0"": ""Pase"", ""1.0"": ""Pagado por algun miembro de este hogar""}",hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P418401,¿Cuanto cree que le costaria si tuviera que pagar por..?  - Regalado por miembro de otro hogar-Consulta,,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P418402,¿Cuanto cree que le costaria si tuviera que pagar por..?  - Regalado por miembro de otro hogar-Medicina,,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P418403,¿Cuanto cree que le costaria si tuviera que pagar por..?  - Regalado por miembro de otro hogar-Analisis,,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P418404,¿Cuanto cree que le costaria si tuviera que pagar por..?  - Regalado por miembro de otro hogar-Rayos X,,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P418405,¿Cuanto cree que le costaria si tuviera que pagar por..?  - Regalado por miembro de otro hogar-Otros examenes,,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P418407,¿Cuanto cree que le costaria si tuviera que pagar por..?  - Regalado por miembro de otro hogar-Servicio Oftalmologico,,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P418408,¿Cuanto cree que le costaria si tuviera que pagar por..?  - Regalado por miembro de otro hogar-Compra de lentes,,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P418409,¿Cuanto cree que le costaria si tuviera que pagar por..?  - Regalado por miembro de otro hogar-Vacunas,,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P418410,¿Cuanto cree que le costaria si tuviera que pagar por..?  - Regalado por miembro de otro hogar-Control de salud de los niños,,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P418411,¿Cuanto cree que le costaria si tuviera que pagar por..?  - Regalado por miembro de otro hogar-Anticonceptivos,,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P418412,"¿Cuanto cree que le costaria si tuviera que pagar por..?  - Regalado por miembro de otro hogar-Otros gastos (ortopedia, termometro, etc.)",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P418413,¿Cuanto cree que le costaria si tuviera que pagar por..?  - Regalado por miembro de otro hogar-Hospitalizacion,,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P418414,¿Cuanto cree que le costaria si tuviera que pagar por..?  - Regalado por miembro de otro hogar-Intervencion quirurgica,,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P418415,¿Cuanto cree que le costaria si tuviera que pagar por..?  - Regalado por miembro de otro hogar-Controles por embarazo,,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P418416,¿Cuanto cree que le costaria si tuviera que pagar por..?  - Regalado por miembro de otro hogar-Atenciones de parto,,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P203,¿Cual es la relacion de parentesco con el jefe(a) del hogar?,"{""0.0"": ""Panel"", ""1.0"": ""Jefe/Jefa"", ""10.0"": ""Otros no parientes"", ""11.0"": ""Hermano(a)"", ""2.0"": ""Esposo(a)/compañero(a)"", ""3.0"": ""Hijo(a)/Hijastro(a)"", ""4.0"": ""Yerno/Nuera"", ""5.0"": ""Nieto(a)"", ""6.0"": ""Padres/Suegros"", ""7.0"": ""Otros parientes"", ""8.0"": ""Trabajador Hogar"", ""9.0"": ""Pensionista""}",hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P204,¿Es miembro del hogar?,"{""1.0"": ""Si"", ""2.0"": ""No""}",hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P205,¿Se encuentra ausente del hogar 30 dias o mas?,"{""1.0"": ""Si"", ""2.0"": ""No""}",hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,P206,¿Esta presente en el hogar 30 dias o mas?,"{""1.0"": ""Si"", ""2.0"": ""No""}",hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418201,"(Deflactado, anual) Monto estimado por el hogar - Autoconsumo Consulta",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418301,"(Deflactado, anual) Monto estimado por el hogar - Autosuministro Consulta",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418401,"(Deflactado, anual) Monto estimado por el hogar - Regalado por miembro de otro hogar Consulta",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418501,"(Deflactado, anual) Monto estimado por el hogar - Donado Programa Social (SIS) Consulta",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418601,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna institucion privada Consulta",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418701,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por EsSalud/FF.AA./PolicialesConsulta",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418801,"(Deflactado, anual) Monto estimado por el hogar - Otro Consulta",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181001,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna Institucion del estado Consulta",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181101,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por Seguro Privado Consulta",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418202,"(Deflactado, anual) Monto estimado por el hogar - Autoconsumo Medicina",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418302,"(Deflactado, anual) Monto estimado por el hogar - Autosuministro Medicina",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418402,"(Deflactado, anual) Monto estimado por el hogar - Regalado por miembro de otro hogar Medicina",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418502,"(Deflactado, anual) Monto estimado por el hogar - Donado por Programa Social (SIS) Medicina",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418602,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna institucion privada Medicina",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418702,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por EsSalud/FF.AA./Policiales Medicina",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418802,"(Deflactado, anual) Monto estimado por el hogar - Otro Medicina",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181002,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna Institucion del estado Medicina",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181102,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por Seguro Privado Medicina",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418203,"(Deflactado, anual) Monto estimado por el hogar - Autoconsumo Analisis",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418303,"(Deflactado, anual) Monto estimado por el hogar - Autosuministro Analisis",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418403,"(Deflactado, anual) Monto estimado por el hogar - Regalado por miembro de otro hogar Analisis",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418503,"(Deflactado, anual) Monto estimado por el hogar - Donado Programa Social (SIS) Analisis",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418603,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna institucion privada Analisis",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418703,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por EsSalud/FF.AA./Policiales Analisis",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418803,"(Deflactado, anual) Monto estimado por el hogar - Otro Analisis",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181003,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna Institucion del estado Analisis",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181103,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por Seguro Privado Analisis",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418204,"(Deflactado, anual) Monto estimado por el hogar - Autoconsumo Rayos X",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418304,"(Deflactado, anual) Monto estimado por el hogar - Autosuministro Rayos X",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418404,"(Deflactado, anual) Monto estimado por el hogar - Regalado por miembro de otro hogar Rayos X",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418504,"(Deflactado, anual) Monto estimado por el hogar - Donado Programa Social (SIS) Rayos X",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418604,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna institucion privada Rayos X",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418704,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por EsSalud/FF.AA./Policiales Rayos X",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418804,"(Deflactado, anual) Monto estimado por el hogar - Otro Rayos 'X'",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181004,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna Institucion del estado Rayos X",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181104,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por Seguro Privado Rayos X",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418205,"(Deflactado, anual) Monto estimado por el hogar - Autoconsumo Otros examenes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418305,"(Deflactado, anual) Monto estimado por el hogar - Autosuministro Otros examenes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418405,"(Deflactado, anual) Monto estimado por el hogar - Regalado por miembro de otro hogar Otros examenes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418505,"(Deflactado, anual) Monto estimado por el hogar - Donado Programa Social (SIS) Otros examenes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418605,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna institucion privada Otros examenes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418705,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por EsSalud/FF.AA./Policiales Otros examenes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418805,"(Deflactado, anual) Monto estimado por el hogar – Cubierto por otro  Otros examenes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181005,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna Institucion del estado Otros examenes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181105,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por Seguro Privado Otros examenes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418206,"(Deflactado, anual) Monto estimado por el hogar - Autoconsumo Servicio dental y conexos",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418306,"(Deflactado, anual) Monto estimado por el hogar - Autosuministro Servicio dental y conexos",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418406,"(Deflactado, anual) Monto estimado por el hogar - Regalado por miembro de otro hogar Servicio dental y conexos",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418506,"(Deflactado, anual) Monto estimado por el hogar - Donado Programa Social (SIS) Servicio dental y conexos",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418606,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna institucion privada Servicio dental y conexos",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418706,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por EsSalud/FF.AA./Policiales Servicio dental y conexos",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418806,"(Deflactado, anual) Monto estimado por el hogar - Otro Servicio dental y conexos",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181006,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna Institucion del estado Servicio dental y conexos",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181106,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por Seguro Privado Servicio dental y conexos",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418207,"(Deflactado, anual) Monto estimado por el hogar - Autoconsumo Servicio Oftalmologico",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418307,"(Deflactado, anual) Monto estimado por el hogar - Autosuministro Servicio Oftalmologico",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418407,"(Deflactado, anual) Monto estimado por el hogar - Regalado por miembro de otro hogar Servicio Oftalmologico",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418507,"(Deflactado, anual) Monto estimado por el hogar - Donado Programa Social (SIS) Servicio Oftalmologico",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418607,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna institucion privada Servicio Oftalmologico",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418707,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por EsSalud/FF.AA./Policiales Servicio Oftalmologico",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418807,"(Deflactado, anual) Monto estimado por el hogar - Otro Servicio Oftalmologico",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181007,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna Institucion del estado Servicio Oftalmologico",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181107,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por Seguro Privado Servicio Oftalmologico",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418208,"(Deflactado, anual) Monto estimado por el hogar - Autoconsumo Compra de lentes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418308,"(Deflactado, anual) Monto estimado por el hogar - Autosuministro Compra de lentes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418408,"(Deflactado, anual) Monto estimado por el hogar - Regalado por miembro de otro hogar Compra de lentes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418508,"(Deflactado, anual) Monto estimado por el hogar - Donado Programa Social (SIS) Compra de lentes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418608,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna institucion privada Compra de lentes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418708,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por EsSalud/FF.AA./Policiales Compra de lentes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418808,"(Deflactado, anual) Monto estimado por el hogar - Otro Compra de lentes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181008,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna Institucion del estado Compra de lentes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181108,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por Seguro Privado Compra de lentes",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418209,"(Deflactado, anual) Monto estimado por el hogar - Autoconsumo Vacunas",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418309,"(Deflactado, anual) Monto estimado por el hogar - Autosuministro Vacunas",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418409,"(Deflactado, anual) Monto estimado por el hogar - Regalado por miembro de otro hogar Vacunas",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418509,"(Deflactado, anual) Monto estimado por el hogar - Donado Pograma Social (SIS) Vacunas",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418609,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna institucion privada Vacunas",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418709,"(Deflactado, anual) Monto estimado por el hogar - Fue cubierto por EsSalud/FF.AA./Policiales Vacunas",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D418809,"(Deflactado, anual) Monto estimado por el hogar -  Otro Vacunas",,hogar,hogar,True
Condiciones de Vida y Pobreza - ENAHO,ENAHO Actualizada,2023,Anual - (Ene-Dic),906-Modulo04,Salud,D4181009,"(Deflactado, anual) Monto estimado por el hogar - Donado por alguna Institucion del estado Vacunas",,hogar,hogar,True
