usa_combustible_limpio,usa_combustible_precario,dispositivo_servicio_digital_2,material_techo,nivel_educativo_jefe_ord,dispositivo_servicio_digital_3,piso_precario,ingreso_neto_total_hogar,num_habitaciones,acceso_internet_hogar_derivado,dispositivo_servicio_digital_1,material_pared,tam_hogar,num_ninos_0_5,num_ninos_6_16,num_miembros_afiliados_essalud,estrato_geografico,monto_juntos,acceso_desague_red,monto_bono_gas,y_true,y_score,y_pred
1,0,,"planchas de calamina, fibra de cemento o similares",6.0,,0,11657.9248046875,1.0,0,,"madera (pona, tornillo, etc)",1,0,0,0, de 500 000 a más habitantes,0,0,0,1,0.10866279798323353,0
