usa_combustible_limpio,usa_combustible_precario,dispositivo_servicio_digital_2,material_techo,nivel_educativo_jefe_ord,dispositivo_servicio_digital_3,piso_precario,ingreso_neto_total_hogar,num_habitaciones,acceso_internet_hogar_derivado,dispositivo_servicio_digital_1,material_pared,tam_hogar,num_ninos_0_5,num_ninos_6_16,num_miembros_afiliados_essalud,estrato_geografico,monto_juntos,acceso_desague_red,monto_bono_gas,y_true,y_score,y_pred
1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",5.0,conexion movil prepago,0,46245.29296875,4.0,1,pase,ladrillo o bloque de cemento,6,0,2,3,de 2 000 a 19 999 habitantes,0,1,0,0,0.8879165018030469,1
1,0,pase,concreto armado,6.0,conexion movil prepago,0,43932.9453125,2.0,1,pase,ladrillo o bloque de cemento,3,1,0,2, de 20 000 a 49 999 habitantes,0,0,0,0,0.22595547754062384,1
1,0,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,4188.71484375,1.0,1,pase,ladrillo o bloque de cemento,1,0,0,0, de 500 000 a más habitantes,0,0,0,0,0.25879772191921435,1
1,0,pase,"planchas de calamina, fibra de cemento o similares",5.0,conexion movil prepago,0,18204.923828125,3.0,1,pase,ladrillo o bloque de cemento,5,0,2,0, de 500 000 a más habitantes,0,1,0,0,0.9431249928519145,1
0,1,pase,"planchas de calamina, fibra de cemento o similares",3.0,conexion movil prepago,1,21834.49609375,1.0,1,pase,adobe,4,1,0,3,area de empadronamiento rural (aer) compuesto,1235,0,0,0,0.8815542992360812,1
1,0,pase,"planchas de calamina, fibra de cemento o similares",1.0,conexion movil prepago,0,36969.984375,1.0,1,pase,piedra o sillar con cal o cemento,3,0,1,0, de 500 000 a más habitantes,0,1,0,0,0.6001883115500273,1
1,0,pase,concreto armado,4.0,conexion movil prepago,0,41951.4140625,3.0,1,pase,ladrillo o bloque de cemento,2,0,0,1,de 2 000 a 19 999 habitantes,0,1,0,0,0.28333661669667726,1
0,1,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",3.0,pase,0,12455.9384765625,3.0,1,pase,ladrillo o bloque de cemento,3,0,0,0,area de empadronamiento rural (aer) compuesto,0,0,0,0,0.586835844425903,1
1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",5.0,pase,0,99822.3203125,2.0,1,pase,ladrillo o bloque de cemento,7,0,2,0, de 500 000 a más habitantes,0,1,0,0,0.7195675352253538,1
1,0,pase,concreto armado,6.0,conexion movil prepago,0,49042.96875,6.0,1,conexion fija,ladrillo o bloque de cemento,6,0,1,1, de 20 000 a 49 999 habitantes,0,1,0,0,0.7316114826027221,1
1,0,pase,concreto armado,6.0,conexion movil prepago,0,13050.892578125,3.0,1,pase,ladrillo o bloque de cemento,2,0,1,1, de 20 000 a 49 999 habitantes,0,1,0,0,0.33720925633037896,1
1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,37240.625,2.0,1,pase,ladrillo o bloque de cemento,4,1,1,0,de 2 000 a 19 999 habitantes,0,0,0,0,0.6722027448275686,1
1,0,,"planchas de calamina, fibra de cemento o similares",3.0,,0,13068.44140625,1.0,0,,ladrillo o bloque de cemento,1,0,0,0, de 20 000 a 49 999 habitantes,0,1,0,0,0.6928998686024221,1
1,0,conexion movil post pago control,concreto armado,3.0,conexion movil prepago,0,2125.271728515625,5.0,1,pase,ladrillo o bloque de cemento,4,0,0,0,de 2 000 a 19 999 habitantes,0,1,0,0,0.8778569135611328,1
1,0,,"planchas de calamina, fibra de cemento o similares",4.0,,0,7891.14794921875,1.0,0,,piedra o sillar con cal o cemento,1,0,0,0, de 500 000 a más habitantes,0,1,0,0,0.42424814437536157,1
1,0,,concreto armado,4.0,,0,8038.93310546875,3.0,0,,ladrillo o bloque de cemento,1,0,0,0, de 500 000 a más habitantes,0,1,0,0,0.3376361398285806,1
1,0,pase,concreto armado,6.0,conexion movil prepago,0,48455.87890625,3.0,1,conexion fija,ladrillo o bloque de cemento,5,0,3,0,area de empadronamiento rural (aer) compuesto,0,0,0,0,0.21669614202910245,1
1,0,pase,"planchas de calamina, fibra de cemento o similares",3.0,conexion movil prepago,0,6362.7470703125,1.0,1,pase,"madera (pona, tornillo, etc)",1,0,0,0, de 20 000 a 49 999 habitantes,0,1,301,0,0.25666537667359496,1
1,0,conexion movil post pago control,concreto armado,5.0,conexion movil prepago,0,53558.1171875,6.0,1,pase,ladrillo o bloque de cemento,5,0,2,0, de 500 000 a más habitantes,0,1,0,0,0.29313748488523816,1
1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,11015.333984375,3.0,1,pase,adobe,2,0,0,0,de 2 000 a 19 999 habitantes,0,1,0,0,0.5717119937934605,1
1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",5.0,pase,0,16427.44921875,1.0,1,pase,triplay/calamina/estera,2,0,0,0,de 2 000 a 19 999 habitantes,0,1,0,0,0.549278236250452,1
1,0,pase,"planchas de calamina, fibra de cemento o similares",3.0,conexion movil prepago,0,6823.9912109375,1.0,1,pase,ladrillo o bloque de cemento,2,0,0,0, de 20 000 a 49 999 habitantes,0,1,0,0,0.8057854480392738,1
0,1,,"planchas de calamina, fibra de cemento o similares",4.0,,1,12303.52734375,5.0,0,,adobe,1,1,2,0,area de empadronamiento rural (aer) compuesto,0,0,0,0,0.36720833010978315,1
1,0,pase,concreto armado,10.0,pase,0,22655.37890625,3.0,1,conexion fija,ladrillo o bloque de cemento,4,0,2,4, de 500 000 a más habitantes,0,1,0,0,0.29066585724747707,1
1,0,conexion movil post pago control,concreto armado,3.0,pase,0,31748.705078125,3.0,1,pase,ladrillo o bloque de cemento,4,0,0,0,de 2 000 a 19 999 habitantes,0,1,0,0,0.7989407697445302,1
0,1,pase,"planchas de calamina, fibra de cemento o similares",5.0,conexion movil prepago,1,33593.4140625,2.0,1,pase,ladrillo o bloque de cemento,3,0,0,0, de 500 a 1 999 habitantes,0,1,0,0,0.745805410564098,1
1,0,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,25221.0703125,3.0,1,pase,ladrillo o bloque de cemento,4,0,1,0, de 20 000 a 49 999 habitantes,0,1,0,0,0.8515149771070846,1
1,0,,"planchas de calamina, fibra de cemento o similares",3.0,,0,12798.9072265625,2.0,0,,otro material,2,0,0,2, de 500 000 a más habitantes,0,0,0,0,0.42637694238628276,1
0,0,,"planchas de calamina, fibra de cemento o similares",3.0,,1,11378.302734375,1.0,0,,piedra con barro,2,0,0,0,area de empadronamiento rural (aer) simple,0,0,0,0,0.8352519144863847,1
0,1,,"planchas de calamina, fibra de cemento o similares",3.0,,0,16567.88671875,2.0,0,,ladrillo o bloque de cemento,2,0,0,0, de 20 000 a 49 999 habitantes,0,0,0,0,0.887166884117994,1
0,1,pase,"planchas de calamina, fibra de cemento o similares",4.0,conexion movil prepago,0,18052.451171875,1.0,1,pase,piedra o sillar con cal o cemento,2,0,0,0, de 500 000 a más habitantes,0,0,0,0,0.5288097007562648,1
1,0,pase,concreto armado,6.0,conexion movil prepago,0,28377.076171875,4.0,1,pase,ladrillo o bloque de cemento,4,0,2,0, de 20 000 a 49 999 habitantes,0,1,0,0,0.6745429449818356,1
1,0,,"planchas de calamina, fibra de cemento o similares",3.0,,0,11530.353515625,1.0,0,,"madera (pona, tornillo, etc)",1,0,0,0, de 20 000 a 49 999 habitantes,0,0,0,0,0.26509604523890995,1
1,0,pase,concreto armado,5.0,conexion movil prepago,0,29739.998046875,3.0,1,pase,ladrillo o bloque de cemento,3,0,0,3, de 500 000 a más habitantes,0,1,0,0,0.28481356462107243,1
1,0,conexion movil post pago control,concreto armado,7.0,pase,0,66870.09375,6.0,1,conexion fija,ladrillo o bloque de cemento,6,1,1,0, de 500 000 a más habitantes,0,1,0,0,0.3238656051214956,1
1,0,pase,concreto armado,4.0,conexion movil prepago,0,26781.724609375,3.0,1,conexion fija,ladrillo o bloque de cemento,5,0,2,0, de 20 000 a 49 999 habitantes,0,0,0,0,0.8219460238823094,1
1,0,conexion movil post pago control,"paja, hojas de palmera",6.0,pase,1,12854.0,1.0,1,pase,triplay/calamina/estera,1,0,0,1,de 2 000 a 19 999 habitantes,0,1,0,0,0.42805313514538623,1
1,0,pase,"planchas de calamina, fibra de cemento o similares",8.0,conexion movil prepago,0,39858.0,2.0,1,pase,ladrillo o bloque de cemento,5,0,2,4, de 500 000 a más habitantes,0,0,0,0,0.5796599101181659,1
1,0,,concreto armado,6.0,,0,18765.935546875,4.0,0,,ladrillo o bloque de cemento,2,0,0,2, de 500 000 a más habitantes,0,1,0,0,0.26965223823885826,1
1,0,conexion movil post pago control,concreto armado,7.0,conexion movil prepago,0,73480.859375,6.0,1,pase,ladrillo o bloque de cemento,6,1,1,0, de 500 000 a más habitantes,0,1,0,0,0.28518889257121255,1
1,0,pase,concreto armado,5.0,conexion movil prepago,0,82830.1328125,4.0,1,pase,ladrillo o bloque de cemento,5,1,1,2, de 500 000 a más habitantes,0,1,0,0,0.2685049305935354,1
1,0,pase,concreto armado,7.0,conexion movil prepago,0,22149.15234375,2.0,1,conexion fija,ladrillo o bloque de cemento,4,0,3,4, de 500 000 a más habitantes,0,1,0,0,0.3885392039350397,1
1,0,conexion movil post pago control,,6.0,pase,0,48715.28515625,,1,pase,,5,0,1,0, de 20 000 a 49 999 habitantes,0,1,0,0,0.6208415203614722,1
1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",5.0,conexion movil prepago,0,55751.69140625,3.0,1,pase,ladrillo o bloque de cemento,5,0,2,0, de 20 000 a 49 999 habitantes,0,0,0,0,0.5613245069574407,1
1,0,pase,concreto armado,3.0,conexion movil prepago,0,34441.08203125,3.0,1,pase,ladrillo o bloque de cemento,4,0,1,0, de 500 a 1 999 habitantes,0,1,0,0,0.6648359014337524,1
1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",8.0,pase,0,26875.29296875,2.0,1,pase,ladrillo o bloque de cemento,4,1,1,0, de 20 000 a 49 999 habitantes,0,0,0,0,0.6300962409098705,1
1,0,pase,concreto armado,6.0,conexion movil prepago,0,18328.5625,4.0,1,pase,ladrillo o bloque de cemento,3,0,1,3, de 500 000 a más habitantes,0,1,0,0,0.3037658773410787,1
1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",4.0,pase,0,66393.046875,4.0,1,conexion fija,ladrillo o bloque de cemento,4,1,1,0,de 2 000 a 19 999 habitantes,0,1,0,0,0.4651365576974743,1
1,0,,"planchas de calamina, fibra de cemento o similares",6.0,,0,18305.841796875,1.0,0,,ladrillo o bloque de cemento,3,2,0,0, de 20 000 a 49 999 habitantes,0,1,0,0,0.9159611363717786,1
0,1,pase,"planchas de calamina, fibra de cemento o similares",3.0,conexion movil prepago,1,6600.25634765625,1.0,1,pase,ladrillo o bloque de cemento,1,0,0,0,area de empadronamiento rural (aer) compuesto,0,0,0,0,0.3565242004234597,1
0,1,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,67392.1875,4.0,1,pase,adobe,8,0,4,0,de 2 000 a 19 999 habitantes,0,1,0,0,0.9923352967773629,1
0,1,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,20476.390625,2.0,1,pase,ladrillo o bloque de cemento,2,0,0,2, de 500 a 1 999 habitantes,0,1,300,0,0.5246784143260416,1
1,0,pase,"planchas de calamina, fibra de cemento o similares",4.0,conexion movil prepago,0,34856.53125,3.0,1,pase,"madera (pona, tornillo, etc)",4,0,1,0, de 500 a 1 999 habitantes,0,0,0,0,0.31952606337894546,1
1,0,pase,concreto armado,1.0,conexion movil prepago,0,42734.35546875,5.0,1,pase,ladrillo o bloque de cemento,3,0,0,0, de 20 000 a 49 999 habitantes,0,1,0,0,0.4850848172487061,1
1,0,pase,concreto armado,6.0,conexion movil prepago,0,11053.0400390625,4.0,1,pase,ladrillo o bloque de cemento,5,1,2,0,de 2 000 a 19 999 habitantes,0,1,0,0,0.9628789952274139,1
1,0,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,23681.33203125,1.0,1,pase,ladrillo o bloque de cemento,2,0,0,0, de 20 000 a 49 999 habitantes,0,0,0,0,0.4079189664708832,1
1,0,conexion movil post pago control,concreto armado,10.0,pase,0,25758.134765625,3.0,1,pase,ladrillo o bloque de cemento,4,0,0,2, de 500 000 a más habitantes,0,1,0,0,0.24050928813739236,1
1,0,,"planchas de calamina, fibra de cemento o similares",3.0,,0,14536.16796875,2.0,0,,adobe,2,0,0,0,area de empadronamiento rural (aer) simple,0,0,305,0,0.7798852441179775,1
0,1,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",5.0,conexion movil prepago,1,34111.64453125,3.0,1,pase,adobe,4,0,0,0,area de empadronamiento rural (aer) compuesto,0,1,0,0,0.6251056184323563,1
1,0,pase,concreto armado,3.0,conexion movil prepago,0,19930.3515625,6.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,1, de 20 000 a 49 999 habitantes,0,1,0,0,0.2119217234503522,1
1,0,pase,concreto armado,6.0,conexion movil prepago,0,27486.275390625,3.0,1,pase,ladrillo o bloque de cemento,3,0,0,0, de 500 000 a más habitantes,0,1,0,0,0.37032090917931504,1
1,0,pase,"planchas de calamina, fibra de cemento o similares",8.0,conexion movil prepago,0,49726.09375,2.0,1,pase,ladrillo o bloque de cemento,5,2,1,0,area de empadronamiento rural (aer) compuesto,0,0,0,0,0.477405619874212,1
0,1,,"planchas de calamina, fibra de cemento o similares",3.0,,1,21774.734375,1.0,0,,piedra con barro,2,0,0,0,area de empadronamiento rural (aer) simple,0,0,0,0,0.7976544594360412,1
1,0,pase,concreto armado,6.0,conexion movil prepago,1,19752.369140625,3.0,1,pase,ladrillo o bloque de cemento,3,0,0,0, de 20 000 a 49 999 habitantes,0,1,0,0,0.5567195969435534,1
1,0,conexion movil post pago control,concreto armado,3.0,pase,0,22084.0,4.0,1,conexion fija,ladrillo o bloque de cemento,3,0,1,0, de 500 000 a más habitantes,0,1,0,0,0.28029666313866397,1
1,0,conexion movil post pago control,,6.0,conexion movil prepago,0,30771.03125,,1,pase,,4,1,2,4, de 500 000 a más habitantes,0,1,0,0,0.2446473026200016,1
